S.No,Title,Date,Time,Venue,Room/Hall,Speakers,Description,Knowledge Partners
452,Aligning AI Governance Across the Technology Stack,20 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 8,"Aparna Bawa, Zoom Communications; David Zapolsky, Amazon; Jason Oxman, Information Technology Industry Council; Jay Chaudhry, Zscaler","This high-level CXO panel will explore how AI governance frameworks can be aligned across the entire technology stack—from semiconductors and compute infrastructure to AI models, applications, and deployment. Panelists will discuss risk-based, interoperable approaches that support innovation while clearly defining roles across the AI value chain. The session will highlight practical governance challenges and opportunities for global coordination, with a focus on collaboration between like-minded partners.",Information Technology Industry Council
453,AI Competitiveness through Regional Collaboration,20 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 15,"Børge Brende, World Economic Forum","This roundtable will convene senior leaders at stakeholders level for an informal strategic exchange on strengthening AI competitiveness at regional and global levels. The discussion will focus on widening access to sovereign AI capabilities while preserving national choice and policy autonomy, and using regional and international collaboration to reduce dependencies and increase resilience.",World Economic Forum
454,Speaking Everyone's Language: The Key to Inclusive AI Opportunity,20 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 10,"Ankur Vora, Gates Foundation; Chenai Chair, Masakhane African Languages Hub; David Lammy, UK Government; Dr Amandeep Singh Gill, Under-Secretary-General and Special Envoy for Digital and Emerging Technologies; Dr Bärbel Kofler, Federal Ministry for Economic Cooperation and Development; Julie Delahanty, International Development Research Centre; Shekar Sivasubramanian, WadhwaniAI","AI promises to transform lives through lifesaving health advice, early warning systems, and food security—but only if it speaks everyone's language. For billions speaking local languages across Africa and Asia, this remains an urgent and critical barrier to inclusive development. Join Global South ministers, UN leaders, technologists, and major funders as they unveil pioneering solutions, positioning linguistic diversity as the gateway to addressing data sovereignty, compute access, and achieving transformative AI equity at scale.",AI for Development Funders Collaborative
455,Catalyzing Global Investment for Equitable and Responsible AI in Health,20 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 7,"Alain Labrique, WHO Headquarters, Geneva; Catharina Boehma, WHO South-East Asia Region-Opening; Haitham Ali Ahmed El‑Noush, NORAD; Justice Prathiba M. Singh, Delhi High Court; Ken-Ichiro Natsume, World Intellectual Property Organization – WIPO; Payden P., WHO; Prokar Dasgupta, King's College London; Zameer Brey, Gates Foundation","This strategic roundtable will convene senior policymakers, development partners, and financing institutions to discuss approaches for strengthening and aligning investment in artificial intelligence for health. The session will examine current financing gaps, opportunities for coordinated and sustainable investment, and governance considerations to support responsible, equity-oriented AI adoption. Discussions will focus on enabling country-led priorities, strengthening health system foundations, and ensuring that AI contributes to safe, inclusive, and sustainable public health outcomes.... Read More",World Health Organization
456,High-level Panel Discussion on AI Bridges: India–Israel Innovation Dialogue,20 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 16,"Erez Naftali Askal, Israel Artificial Intelligence Directorate; Mr. Sanjay Kadaveru, Action for India; Ms. Shira Lev Ami, Israel National Digital Directorate; Yoel Ben Or, Ministry of Health, Israel","This high-level panel at the AI Impact Summit 2026 explores the strategic synergy between India and Israel. The session brings together stakeholders to examine opportunities for collaboration by integrating India's scale and technical talent with Israel's research and innovation ecosystem and governance approaches. The discussion will chart actionable pathways for collaboration across innovation, ethics, and market access, aiming to build a responsible, globally competitive AI ecosystem driven by the complementary strengths of both nations.... Read More",The Dialogue
457,AI and Intellectual Property: Building an Equitable Innovation Ecosystem,20 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 14,"Dr. Ulrike Till, World Intellectual Property Organization; Mr. Ameet Datta, ADP Law Offices; Mr. Amit Kumar, Tejas Networks; Mr. Blaise Fernandes, Indian Music Industry; Mr. Kenichiro Natsume, World Intellectual Property Organization; Mr. Mihir Rale, Cyril Amarchand Mangaldas; Mr. Munish Sudan, Tata Steel; Mr. Munjal B. Shroff, Graphiti Studios; Mr. Rajiv Aggarwal, Samsung India Electronics Ltd; Mr. Satyoki Koundinya, Nokia","The session will explore India's strategic opportunity to shape global discourse on AI-IP governance, assess policy imperatives relating to AI-driven innovation, frontier model development, AI applications, and small-model innovation as highlighted in the Economic Survey 2026-27, and underscore India's development priorities supported by its strengthening digital ecosystem, an expanding startup base, and ongoing AI-related IP reforms.",FICCI
458,Leadership Dialogue on AI in Mobility: Accelerating the Future of Intelligent Transport,20 Feb 2026,12:30 PM - 1:30 PM,Sushma Swaraj Bhavan,Nalanda Banquet,"Dr Shiv Kumar, ITS India Forum",Leadership Dialogue on AI in Mobility: Accelerating the Future of Intelligent Transport,ITS India Industry Growth Forum
459,Who Watches the Watchers? Exploring Independent Verification in AI Governance,20 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,West Wing Room 4 A,"Dean Ball, Foundation for American Innovation; Fathom; Gregory C. Allen, CSIS Wadhwani Center, Center for Strategic and International Studies; Shana Mansbach, Fathom","This session explores how independent assurance, operationalised through a marketplace of independent verification organisations, can support greater trust and adoption in artificial intelligence systems. The discussion will bring together AI policymakers and experts to examine mechanisms for realigning developer and deployer incentives with the public interest across different country contexts.",Fathom
460,AI governance in the Age of Powerful AI - IInternational Perspectives and the Code of Practice,20 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 6,"Denise Wong, Infocomm Media Development Authority of Singapore; Henna Virkkunen, European Commission; Lucilla Sioli, European Commission; Sean Ó hÉigeartaigh, University of Cambridge; Yoshua Bengio, Mila Institute","Bringing perspectives from government, academia, industry, and civil society across regions, the session will explore how AI governance frameworks can support responsible innovation, and build shared trust in widely deployed AI systems. This panel will also introduce the Code of Practice for general-purpose AI models and examine its implications globally. The discussion will unpack requirements on transparency, copyright, and lifecycle risk management, including safeguards for advanced models with systemic impact.",European Commission
461,Open Networks in the Global South,20 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,West Wing Room 4 B,"Mr. Aniket Doegar, Haqdarshak; Mr. Sachin Gopalan, Indonesia Economic Forum; Mr. Sujith Nair, Beckn Labs; Mr. T Koshy, ONDC; Ms. Savita Muley, Haqdarshak","The session will explore how open digital networks and interoperable public infrastructure, supported by Artificial Intelligence, are transforming digital economies in the Global South. Drawing on experiences such as UPI and ONDC in India and emerging open networks. The discussion will focus on inclusive payments, commerce, and innovation for small merchants and consumers.",Haqdarshak Empowerment Solutions Private Limited
462,AI for Economic Growth and Social Good- Industry Synergies for Inclusive Innovation- Fireside Chat,20 Feb 2026,12:30 PM - 1:30 PM,Sushma Swaraj Bhavan,Chanakya Auditorium,"Himanshu Joshi, AIM; Kavikrut, T-Hub Foundation; Kritika Sangani, Indus Action; Phani Nagarjuna, (TBD)Aikam, Govt. of Telangana; Rajesh Babu Padmanabhan, Agilisium; Rekha Srinivasan, United Way of Hyderabad","AI for Economic Growth & Social Good: Industry Synergies for Inclusive Innovation is a high-level, solutions-oriented panel bringing together government, multilaterals, industry leaders, and innovation ecosystems to translate India's AI ambition into real-world impact. The session spotlights deployable AI use-cases across healthcare, agriculture, skilling, mobility, and financial inclusion, emphasizing responsible AI, blended finance, and cross-sector partnerships to scale beyond pilots toward measurable, population-level outcomes aligned with the IndiaAI Mission... Read More",T-Hub Foundation
463,"Peace, Power and Perspectives: A Value-Based Approach to Trustworthy AI",20 Feb 2026,12:30 PM - 1:30 PM,Bharat Mandapam,L1 Meeting Room No. 19,"Amlan Mohanty, NITI Aayog, GoI; Heather Broomfield, Norwegian Government AI Unit, Norwegian Digitalisation Agency; Hildegunn McLernon, Kongsberg Maritime; Karianne Oldernes Tung, Norwegian Ministry of Digitalisation and Public Governance; Mala Wang-Naveen, Norwegian Digitalisation Agency; Morten Dæhlen, University of Oslo Trusted AI for a Sustainable Global Future; Niels Nagelhus Schia, Norwegian Institute of International Affairs, , Norwegian Institute of International Affairs (NUPI) Global Cooperation for Responsible and Trustworthy AI.; Roberto Viola, European Commission; Sindhu Gangadharan, Nasscom; Yoshimasa Uno, Prime Minister's Office of Japan","This session aims to examine the strategic role of Sovereign AI in strengthening India's national security and internal security frameworks. It will explore how indigenous AI capabilities enhance defence preparedness, cyber resilience, space and border surveillance, and policing operations, while augmenting human decision-making. The discussion will also address emerging security domains, counter-terror financing, deepfake detection, and the role of public–private collaboration in building secure, self-reliant AI systems aligned with India's 2026 reform vision.... Read More",Norwegian Digitalisation Agency (Digdir)
464,Standards as Strategy: Accelerating AI Market Growth,20 Feb 2026,12:30 PM - 1:30 PM,Sushma Swaraj Bhavan,Shakuntalam Banquet,"Amanda Craig, Microsoft; Balaraman Ravindran, IIT Madras; Chris Meserole, Frontier Model Forum; Esther Tetruashvily, OpenAI; Owen Larter, Google DeepMind; Rebecca Weiss, MLCommons; Rohit Israni, Chair AI Standards US (INCITS)","This discussion examines how AI standards simultaneously reduce risk and create business value. As AI capabilities advance, many markets face deployment barriers not from technical limitations but from reliability concerns and broader trust deficits. Robust standards, backed by rigorous evaluation, can unlock market potential. This panel convenes leaders from AI standards and governance organizations alongside industry and policy executives to examine how effective standards enable economic growth, market confidence, and responsible governance.... Read More",MLCommons
465,"Keynote Session : Cristiano Amon, President and Chief Executive Officer, Qualcomm",20 Feb 2026,12:38 PM - 12:50 PM,Bharat Mandapam,L3 Plenary Hall,,,
466,Evaluations and Open Source Software for AI for Social Good at Scale,20 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,L1 Meeting Room No. 14,"Mr. Ashwani Sharma, Scientific Progress Team, Foundational Research, Google; Mr. Sanket Verma, NumFOCUS; Ms. Mala Kumar, Humane Intelligence; Ms. Tarunima Prabakhar, Tattle Civic Technologies","Aligned with the People, Planet, and Progress Sutras, this session explores how evaluations and open source software can help AI for social good scale responsibly. It will examine how red teaming surfaces factuality issues, language gaps, bias, and hallucinations in high-stakes domains including education, food security, and public health. Using the Summit's framing on inclusion, trust, and access, we will gather user needs to guide our open source red teaming app release.",Humane Intelligence
467,Responsible AI: From Principles to Practice in Corporate India,20 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,L1 Meeting Room No. 15,"Amol Deshpande, RPG Group; Andy Parsons, Adobe; Dr. Satya Ramaswamy, Air India; Prativa Mohapatra, Adobe India; Shantheri Mallaya, Economic Times CIO & CISO.; Vishal Kanvaty, National Payments Corporation of India (NPCI)","The panel will explore how organisations can move beyond high-level frameworks and embed Responsible AI into enterprise strategy, governance models, operating practices, and decision-making. Panellists will share leadership perspectives on what it takes to implement Responsible AI at scale — from policy benchmarks, boardroom ownership to organisational readiness, operating models and culture.  The objective would be to enable a more uniform and actionable approach to Responsible AI adoption across Corporate India.",Adobe
468,AI and the New Frontier for Economic Progress: Linking Innovation to Inclusive Growth,20 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,L1 Meeting Room No. 18,"Anu Bradford, Columbia Law School; Iqbal Singh Dhaliwal, Massachusetts Institute of Technology; Jeanette Rodrigues, Bloomberg LP; Johannes Zutt, The World Bank; Michael Kremer, University of Chicago; Ufuq Akcigit, University of Chicago","This panel discussion will highlight the potential of AI-led economic transformation to enable sustained growth, particularly in the Global South.  Panelists will also highlight risks of economic divides, labor displacement and other adverse social impact. The session will help identify the roles of governments, private enterprises and development institutions working together to align technological innovation with inclusive economic transformation.",The World Bank
469,AI for Societal Impact,20 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,West Wing Room 4 B,"Antaraa Vasudev, Civis; Dr. Nirav Ajmeri, University of Bristol; Janhavi Pawar, Sakal Media Group; Kushe Bahl, McKinsie & Co; Prof. D. Manjunath, IIT Bombay; Prof. Seth Bullock, University of Bristol","This panel brings together leaders from industry, academia, and civic innovation to explore AI's societal impact. Janhavi Pawar drives AI-led ventures at Sakal Media; Prof. Seth Bullock and Dr. Nirav Ajmeri advance collective intelligence and ethical AI research at Bristol; Prof. D. Manjunath leads data science at IIT Bombay; Antaraa Vasudev pioneers participatory governance through Civis; and Kushe Bahl steers large-scale digital and analytics transformation at McKinsey across sectors and geographies",University of Bristol
470,Edge AI in Action: Accelerating Development across the Global South,20 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,L1 Meeting Room No. 10,"Alagan Mahalingam, Rootcode; Dr. Ranjitha Prasad, IIT Delhi; Dr. Rathinamala Vijay, ARTPARK; Frederic Werner, International Telecommunication Union; H.E Amb Lavina Ramkissoon, African Union; Ms. Doreen Bogdan-Martin, ITU; Prof Brejesh Lall, IIT Delhi; Vinesh Sukumar, Qualcomm; Vishnu Ram OV, ITU","As AI evolves, the shift from centralized cloud computing to edge AI is transforming how data is processed and acted upon. By moving intelligence closer to data sources such as sensors, mobile devices, and IoT systems, edge AI reduces latency, bandwidth usage, and energy consumption while improving real-time decision-making, privacy, and security. Real-world applications will be highlighted along with emerging lightweight and generative AI models designed for resource-constrained edge environments.",International Telecommunication Union
471,Preparing the Future: AI-Driven Strategies for Workforce and Economic Growth,20 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,West Wing Room 4 A,"Mr BVR Subramaniyam, NITI Aayog, GoI; Mr Chandrajit Banerjee, Confederation of Indian Industry; Mr Puneet Chandok, Confederation of Indian Industry; Mr Rajeev Memani, Confederation of Indian Industry; Ms Debjani Ghosh, NITI Aayog, GoI; Ms Ipsita Dasgupta, CII and  HP; Rajan R. Navani, Jetsynthesys","AI can accelerate economic growth by improving efficiency and enabling new forms of innovation. Preparing for the future means treating AI not just as an automation tool, but as a strategic partner for productivity and growth. By 2030, AI adoption across sectors such as manufacturing, healthcare and finance is expected to add trillions to the global economy. As organizations integrate AI, careers increasingly combine machine speed and accuracy with human judgment, empathy, and contextual understanding.",Confederation of Indian Industry (CII)
472,AI Diffusion: From Innovation to Population Scale Impact,20 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,L1 Meeting Room No. 16,"Beatriz Vasconcellos, UCL IIPP / Government of Brazil; Courtney O'Donnell, Anthropic; Janet Zhou, Data and Technology Adoption, Gates Foundation; Keyzom N. Massally, UNDP & G7 AI Hub for Sustainable Development; Saurabh Garg, MoSPI, GOI; Shalini Kapoor, EkStep Foundation; Shankar Maruwada, EkStep Foundation","AI impact depends not on pilots, but on sustained adoption across institutions. While innovation is abundant, diffusion capacity remains limited, leaving organizations to repeat costly experiments. This session introduces AI Diffusion Infrastructure as a shared foundation of standards, playbooks, and trusted pathways that reduce operational and compliance risks. Leaders from technology, government, and development will explore how to scale safe, repeatable AI systems across sectors and geographies, turning isolated successes into equitable population scale outcomes.... Read More",Observer Research Foundation
473,Enabling Global Enterprise AI Adoption for Impact,20 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,L1 Meeting Room No. 8,"Danielle Johnson-Kutch, Docusign; Dr. Clas Neumann, SAP; Mr. Chandler Morse, Workday; Mr. Combiz Richard Abdolrahimi, ServiceNow; Mr. David Masters, Atlassian; Mr. Jace Johnson, Adobe; Mr. Josh Kallmer, Zoom; Mr. Mike Haley, Autodesk; Mr. Sam Kaplan, Palo Alto Networks; Mr. Srinivas Tallapragada, Salesforce; Ms. Anne Robinson, IBM; Ms. Victoria Espinel, Business Software Alliance; William Kimmitt, US Government","A practical, impact-focused discussion on how enterprise AI can deliver measurable gains in productivity, service quality, and inclusive growth. Through real-world global use cases, participants will gain insights into scaling AI adoption across diverse markets, with a focus on workforce skilling, infrastructure, and data readiness. The session will surface actionable lessons, partnership models, and implementation requirements to move from pilot projects to sustainable, replicable AI solutions, particularly in emerging market contexts.",Business Software Alliance
474,AI and Children's Safety and Wellbeing,20 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,L1 Meeting Room No. 19,"Amandeep Singh Gill, UN ODET; Chris Lehane, OpenAI; Joanna Shields, RAIIF; Maria Bielikova, Kempelen Institute for Intelligent Technologies; Megan Garcia; Nikita Lakkaraju, Digital Empowerment Foundation; Raul John Aju, (AIRealm Technologies Pvt Ltd) AI Kid of INDIA; Thomas Davin, UNICEF; Tom Hall, International LEGO Education; Urvashi Aneja, Digital Futures Lab","Children are becoming among the earliest and most intensive users of AI, often before safeguards and regulations are fully in place. This session asks a direct question: how can AI be shaped to strengthen children's safety and wellbeing rather than undermine them? Drawing on technology leaders, child-rights experts, and a young AI innovator, the discussion examines advancing innovation, where risks demand firm limits, and how trust in AI can be built for the next generation.",United Nations Office for Digital and Emerging Technologies
475,Realizing the Health Value of AI - Safely,20 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,L1 Meeting Room No. 6,"Dr. Monika Sharma, Novo Nordisk Foundation; Dr. Richard Rukwata, Medicines Control Authority of Zimbabwe; Dr. Trevor Mundel, Gates Foundation; Minister Paula Ingabire, Government of Rwanda; Professor Charlotte Watts, Wellcome; Vikalp Sahni, Eka.Care","AI is transforming health in unprecedented ways, but progress only matters when it is safe, trusted, and built for people. At the India AI Impact Summit 2026, we are convening a focused conversation on how AI can responsibly deliver real health value. From global health systems to frontline impact, this session brings together leaders at the intersection of science, data, and care to turn AI's promise into measurable health outcomes.",Gates Foundation
476,Ethical AI in Telecom Hardware and Software | Building Customer Trust through AI-Driven Operations,20 Feb 2026,1:30 PM - 3:30 PM,Sushma Swaraj Bhavan,Shakuntalam Banquet,"Dr. Durga Malladi, Qualcomm; Dr. M P Tangirala, TRAI; Mr Pasi Toivanen, Nokia; Mr. Erik Ekudden, Ericsson; Mr. Jagbir Singh, VIL; Mr. Julian Gorman, GSMA; Mr. Randeep Sekhon, AIRTEL; Mr. Robert Jerard Ravi, BSNL; Mr. Shantigram Jagannath, Tejas; Mr. Syed Tausif Abbas, DoT; Shri Anil Kumar Lahoti, TRAI; Shri Ritu Ranjan Mittar, TRAI","This session unites OEMs to discuss embedding responsibility into AI for network infrastructure. Experts explore design principles for 5G/6G chips, base stations, and edge devices, emphasizing transparency and bias-free algorithms amid operations serving billions.
Telecom service providers lead this discussion on governance in AI automation. Panelists address accountability for decisions impacting millions, human oversight in network management, and strategies to sustain public confidence in critical services.",Telecom Regulatory Authority of India (TRAI)
477,AI for Viksit Bharat: The Capacity Building Imperative,20 Feb 2026,1:30 PM - 2:30 PM,Bharat Mandapam,L1 Meeting Room No. 7,"Anirudh Srivastava, Google; Guilherme Alberto Almeida de Almeida, Ministry of Management & Innovation in Public Services, Government of Brazil; Pragya Misra, OpenAI; Robyn Scott, Apolitical; S. Ramadorai, Karmayogi Bharat","Mission Karmayogi is advancing the vision of a citizen-centric and future-ready civil service through a democratized, competency-led approach to capacity building.  The event will explore how India is leveraging  artificial intelligence to further strengthen public sector capacity building, highlighting emerging best practices and innovative use cases. It will also deliberate on the creation of a scalable, AI-enabled Digital Public Good, not only for India, but for the world.",Capacity Building Commission
478,"Keynote Session : Vinod Khosla, Founder, Khosla Ventures",20 Feb 2026,1:34 PM - 1:46 PM,Bharat Mandapam,L3 Plenary Hall,,,
479,STPI Startup ecosystem/Felicitation and MoU Exchange,20 Feb 2026,2:00 PM - 3:30 PM,Bharat Mandapam - Expo Area,Hall No. 5 First Floor - Session Hall 1,,"To recognize and encourage exemplary technology startups nurtured within the STPI ecosystem, Software Technology Parks of India (STPI) will felicitate select startups during the AI Impact Summit.

The felicitation for FY 2024-25 aims to acknowledge startups driving innovation through artificial intelligence led and advanced digital technologies, delivering scalable solutions and measurable business outcomes including revenue growth, alongside employment generation. It will also serve as a national platform to highlight India’s emerging startup success stories, including those from Tier-II and Tier-III regions, and their contribution to the country’s innovation-driven digital economy and the evolving IT and ITeS landscape.... Read More",STPI & TiE
480,Leveraging Language AI for Citizen-Centric Policing in India: A Model for the World (Hosted by Bhashini),20 Feb 2026,2:00 PM - 3:30 PM,Bharat Mandapam - Expo Area,Hall No. 3 First Floor - Session Hall 4,"Sh. Amitabh Nag, CEO Digital India Bhashini Division,; Sh. Alok Jain, IPS, Director General, NCRB & National Police Academy","""Leveraging Language AI for Citizen‑Centric Policing in India: A Model for the World"" highlights how AI—especially multilingual and conversational technologies—can transform policing by making services more accessible, responsive, and inclusive. It focuses on practical AI applications like language‑enabled reporting tools and automated assistance that help citizens communicate with law enforcement in their own languages.",Bhashini
481,Panel Discussion,20 Feb 2026,2:02 PM - 2:42 PM,Bharat Mandapam,L3 Plenary Hall,"Kristalina Georgieva, Managing Director, International Monetary Fund; Doreen Bogdan-Martin, Secretary General, International Telecommunication Union; Johanna Hill, Deputy Director General, World Trade Organization; Moderator; Mariano-Florentino Cuellar, President, Carnegie Endowment for International Peace",,
482,"Payments to Commerce: From the lens of People, Planet, and Progress",20 Feb 2026,2:30 PM - 3:30 PM,Sushma Swaraj Bhavan,Chanakya Auditorium,"Caroline Louveaux, Mastercard; Combiz Richard Abdolrahimi, Service Now; Janet George, Mastercard; Prof. Aparna Gupta, Rensselaer Polytechnic Institute; Surya Ganguli, Stanford","Digital payments transformed economies by making transactions faster, safer, and more inclusive—with AI at their core. This panel brings together industry and academic leaders who helped shape that journey and now turn their lens from payments to commerce. As commerce enters its next evolution, the discussion explores implications for people, planet, and progress—from trust and inclusion to global trade and sustainability—and how enterprises, governments, and academia can prepare for an AI-native future.",Mastercard
483,AI as a Topic and a Tool: The Future of Foreign Policy in an Age of Algorithms,20 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,L1 Meeting Room No. 7,"Gunda Ehmke, Data Innovation Lab; Hans-Christian Mangelsdorf, German Federal Foreign Office; Norman Schulz, German Federal Foreign Office; Sharinee Jagtiani, GMF","AI is not just a technological frontier - it is a geopolitical one. The rapid development and deployment of artificial intelligence are reshaping global power dynamics, fueling competition among nations for economic advantage, technological supremacy, and strategic influence. The integration of artificial intelligence into diplomacy and foreign policy is fundamentally transforming how nations engage, negotiate, and collaborate on the global stage.",German Federal Foreign Office (FFO)
484,India at the Centre of the Global AI and Semiconductor Power Shift,20 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,West Wing Room 4 B,"Dr Vivek Kumar Singh, NITI Aayog, GoI; Dr. Thomas Zacharia, AMD; Jaya Jagadish, Silicon Design Engineering, AMD; Rahul Garg, Moglix","The session will have discussion around the convergence of artificial intelligence, semiconductors, and geopolitics, and its implications for global competitiveness, supply chain resilience, and technological trust. As AI becomes a strategic national asset, the session will explore how policy leadership, technological cooperation, and private-sector innovation must align to build secure, resilient, and inclusive AI ecosystems, while highlighting India's emerging role in the global AI and semiconductor value chain.",AMD
485,Supercharging AI Adoption in the Global South: Opportunities and Lessons from the Financial Sector,20 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,L1 Meeting Room No. 9,"Ashutosh Sharma, Prosus Ventures; Harshil Mathur, Razorpay; Terah Lyons, JPMorganChase","As one of the most regulated sectors, financial services has emerged as a leader in responsible AI governance, prioritizing aspects such as security and data privacy for trusted deployment. This panel will highlight learnings from the sector's AI journey that can accelerate AI adoption in the Global South. It will distill key lessons from AI governance in finance to drive grassroots AI adoption among small business owners, farmers, public school educators, & local government officials.",JPMorganChase
486,Building Population-Scale Digital Public Infrastructure for AI,20 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,L2 Audi 1,"Dario Amodei, Anthropic; Doreen Bogdan-Martin, ITU; Esther Dweck, Brazil; Esther Dweck, Brazil; Nandan Nilekani, Infosys; Shankar Maruwada, EkStep Foundation; Trevor Mundel, Gates Foundation","This session brings together examples of AI solutions that have scaled from pilots to population-level systems, yielding measurable gains in service delivery, productivity, and inclusion. It will surface the governance, infrastructure, and partnership models that enable sustainable scale.",EkStep Foundation
487,"Smaller Footprint, Bigger Impact: Advancing Resilient and Efficient AI Models for a Sustainable Future",20 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,L1 Meeting Room No. 10,"Dr Tawfik Jelassi, UNESCO; Mr. Arthur Mensch, Republic of Kenya; Ms Anne BOUVEROT, Government of France; Ms Anne LE HENANF, Government of France","Generative AI now serves a large number of users daily but comes with significant energy costs, which may contribute to unequal access. Training and inference at scale consume substantial electricity, and research suggests that more efficient model design can reduce energy use significantly. This event highlights resilient, resource-efficient AI leveraging lightweight models, compression, and optimization to reduce energy demand, broaden access, address emerging energy bottlenecks, and support sustainable AI deployment worldwide.",French Ministry of Environment
488,Scaling AI Solutions Through South–South Collaboration,20 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,L1 Meeting Room No. 6,"Mr. Ankur Vora, Gates Foundation; Mr. Lacina Koné, Smart Africa; Mr. Sunil Wadhwani, Wadhwani AI; Ms. Shikoh Gitau, Qhala","Big challenges. Shared realities. Stronger solutions.
Across health, agriculture, and education, the Global South is already building AI that works in real conditions and at real scale. This fireside conversation examines what happens when Global South leaders collaborate, and how partnerships can turn AI potential into tangible development outcomes. Join the conversation on building AI solutions together at the India AI Impact Summit 2026.",Gates Foundation
489,Connectivity and Inclusive AI for Global Growth,20 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,L1 Meeting Room No. 19,"Durga Malladi, EVP, GM, Technology Planning, Edge Solutions and Data Center","This session explores inclusive, edge-driven AI and next-generation connectivity, highlighting how on-device, hybrid, and agentic AI can enable global growth, human-centric experiences, and a scalable AI ecosystem.",Qualcomm
490,"AI Agents for a Better Tomorrow: Government Services, Climate Action, and Resilient Infrastructure",20 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,L1 Meeting Room No. 8,"Lee Tiedrich, Pratt School of Engineering, Duke University; Mike Haley, Autodesk; Sridhar Babu, Information Technology, Electronics & Communications, Industries & Commerce and Legislative Affairs, Telangana; Srinivas Tallapragada, Salesforce; Victoria Espinel, Business Software Alliance","This panel will bring together industry and government stakeholders to explore the shift towards autonomous AI agents. The discussion will focus on the engineering architectures required to scale these systems for climate resilience and public services, alongside governance frameworks that support trust and accountability. Moving from theory to practice, the session will examine pathways for public–private collaboration to support secure and responsible AI deployment with tangible outcomes.",Salesforce
491,AI for Inclusive Societal Development,20 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,L1 Meeting Room No. 15,"Aditya Natraj, Piramal Foundation; Ms Arundhati Bhattacharya, Salesforce India and South Asia; Nikhil Kolur, Deloitte; NSN Murty, Deloitte; Romal Shetty, Deloitte South Asia; S. Anjani Kumar, Deloitte","Advancing AI systems that are inclusive by design, empowering diverse communities and ensuring equitable representation",Deloitte Touche Tohmatsu India LLP (DTTILLP)
492,Trusted AI at Scale: A Global South Leadership Dialogue,20 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,West Wing Room 4 A,"Deepali Khanna, The Rockefeller Foundation; Deepali Khanna, The Rockefeller Foundation; Eugenio V. Garcia, Ministry of Foreign Affairs, Brazil; Ima Abdulrahim, AI Safety Asia; Kip Wainscott, JPMC; Parag Khanna, AlphaGeo; Philip Thigo, Tech Ambassador, Kenya; Purushottam	Kaushik, World Economic Forum","This roundtable brings together senior ICT leaders from the global south to turn the Summit's ""Safe & Trusted AI"" Chakra into practical action. Focusing on embedding institutional safety into fast‑moving AI deployment, it bridges Global North–South governance gaps by translating policy into implementation. The dialogue blends private‑sector risk expertise with public‑sector scale, positioning New Delhi as a hub for inclusive, interoperable AI strategies",AI Safety Asia
493,AI for Economic Growth & Social Good: Industry Synergies for Inclusive Innovation,20 Feb 2026,2:30 PM - 3:30 PM,Sushma Swaraj Bhavan,Nalanda Banquet,"Archana, Sunlit Path Consulting; Dr. Angela Lusigi, UNDP India; Rekha Srinivasan, United Way of Hyderabad; Yosuke Sato, JICA India","It is a high-level, solutions-oriented panel bringing together government, multilaterals, industry leaders, and innovation ecosystems to translate India's AI ambition into real-world impact. The session spotlights deployable AI use-cases across healthcare, agriculture, skilling, mobility, and financial inclusion, emphasizing responsible AI, blended finance, and cross-sector partnerships to scale beyond pilots toward measurable, population-level outcomes aligned with the IndiaAI Mission",T-Hub Foundation
